system:index,date,ice,ship,unknown,water,.geo
0,1577836800000,9856658.866666667,88.0,1313517.7176470587,23756.0,
1,1577923200000,3.01227969490196E7,90.0,1.4458295458823519E7,30728.55294117647,
2,0,0,0,0,0,
3,1578096000000,2.5222875411764693E7,97.0,8568321.823529406,88240.9725490196,
4,1578182400000,7822469.439215645,50.0,8825877.074509779,33149.81960784315,
5,1578268800000,1.4819529003921565E7,115.0,4322045.517647058,14843.505882352942,
6,1578355200000,1.918144568627447E7,71.0,1.3964711658823512E7,85268.70980392156,
7,1578441600000,3.1870439541176476E7,29.0,1.2596180023529407E7,150631.1803921569,
8,1578528000000,2.9283942921568632E7,49.0,1.1765351301960777E7,88334.50588235297,
9,1578614400000,2.567138021176471E7,96.0,8200360.7019607825,36003.95686274509,
10,1578700800000,1.5727396396078432E7,53.0,6107582.199999997,13523.341176470589,
11,1578787200000,1.9376418121568583E7,20.0,1.5478731345098024E7,26738.7568627451,
12,1578873600000,536238.5647058823,24.0,38966.427450980394,1935.0313725490194,
13,1578960000000,2.7347243549019586E7,12.0,7997295.4078431325,193742.31764705884,
14,0,0,0,0,0,
15,1579132800000,2.8061564435294118E7,59.0,5681628.756862746,133491.01176470588,
16,1579219200000,1.1411384098039174E7,45.0,5267461.945098032,5934.407843137255,
17,1579305600000,2.6196002701960765E7,19.0,5421559.9647058835,43175.38039215687,
18,1579392000000,2.6897276349019583E7,42.0,6305575.674509804,28999.03137254902,
19,1579478400000,3.585464394901962E7,25.0,5267486.933333334,82211.62745098038,
20,1579564800000,3.630329978823529E7,51.0,4793305.196078431,32038.36078431372,
21,1579651200000,3.0634544498039205E7,74.0,3224518.462745098,42558.13333333333,
22,1579737600000,2.4842652423529413E7,79.0,2540158.1607843135,40374.8156862745,
23,1579824000000,2.9200157352941148E7,56.0,5665375.164705881,15374.70588235294,
24,1579910400000,9687797.827450981,99.0,932141.0745098037,14394.156862745098,
25,1579996800000,3.7163093592156865E7,1.0,7204517.105882354,244372.3529411766,
26,0,0,0,0,0,
27,1580169600000,2.9508176141176473E7,36.0,4212171.854901961,165796.70196078444,
28,1580256000000,2.7640118901960734E7,6.0,9129331.678431358,105036.62745098039,
29,0,0,0,0,0,
30,1580428800000,2.563623885490192E7,47.0,7540635.19215686,54373.00784313726,
31,1580515200000,3.623695681568625E7,16.0,8260172.95686274,120118.4823529412,
32,0,0,0,0,0,
33,1580688000000,2.9844069341176465E7,85.95294117647059,4025066.5803921553,25091.019607843136,
34,1580774400000,2.47325305490196E7,124.0,2658357.509803922,24750.98431372549,
35,1580860800000,1.7768222937254906E7,90.0,1374139.843137255,27425.529411764706,
36,1580947200000,1.047658765490196E7,107.0,718348.0784313725,17640.61176470588,
37,1581033600000,3.361800427450978E7,11.0,1.085418546274509E7,139919.38823529414,
38,0,0,0,0,0,
39,1581206400000,2.826021886666666E7,153.0,5526073.090196073,115043.40784313723,
40,1581292800000,2.7768019415686224E7,58.0,8992837.219607832,117277.9960784314,
41,1581379200000,1007334.3607843139,46.0,1083100.5372549023,131.0,
42,1581465600000,2.2744771345097996E7,40.0,1.0362702011764703E7,125877.69803921573,
43,1581552000000,3.1439930356862698E7,40.0,1.3038443450980388E7,138780.3568627451,
44,0,0,0,0,0,
45,1581724800000,2.6052722376470573E7,70.0,7715314.372549019,121379.34509803922,
46,1581811200000,2.1819218615686268E7,53.0,5551595.81960784,36751.70980392157,
47,1581897600000,1.5993875000000002E7,61.0,3103675.0588235296,61886.74901960784,
48,1581984000000,9819093.843137257,63.0,1290179.0156862745,90404.69019607845,
49,1582070400000,3.1118741831372533E7,36.0,1.3391529549019603E7,101831.76078431374,
50,0,0,0,0,0,
51,1582243200000,2.5913895152941167E7,62.0,7938811.368627446,41844.94509803922,
52,1582329600000,2.7526349407843105E7,22.0,9257889.23137254,91790.14509803923,
53,1582416000000,1332148.984313726,23.0,748221.0627450979,43.0,
54,1582502400000,2.35239225215686E7,27.0,9542830.109803919,164833.4235294119,
55,1582588800000,3.259884453725489E7,0.0,1.1769585266666658E7,248726.36078431376,
56,0,0,0,0,0,
57,1582761600000,2.5666912619607832E7,90.0,8136741.537254898,96451.21568627449,
58,1582848000000,2.144752920392157E7,87.0,5917928.019607839,48629.509803921566,
59,1582934400000,1.5600629760784317E7,64.0,3523076.3686274476,38933.24705882353,
60,1583020800000,9080745.749019606,88.0,2093199.9960784311,21146.39607843137,
61,1583107200000,3.139646185098036E7,16.0,1.3125403949019603E7,90210.35686274507,
62,0,0,0,0,0,
63,1583280000000,2.6486146627450977E7,64.0,7369368.470588233,29184.14117647059,
64,1583366400000,2.5500281145097997E7,50.0,1.1312842815686261E7,60701.44705882355,
65,1583452800000,1.484093747843137E7,186.0,4299884.352941171,26156.996078431373,
66,1583539200000,2.374023489803919E7,20.0,9426218.607843133,74077.54901960785,
67,1583625600000,3.4622786996078424E7,26.0,9764332.380392155,229982.74117647056,
68,1583712000000,3.1525951419607833E7,112.0,9564568.066666665,55277.9568627451,
69,1583798400000,2.7397966372549023E7,127.0,6361288.443137253,153242.89803921568,
70,1583884800000,2.1870931250980396E7,141.0,5444728.250980388,111627.4862745098,
71,1583971200000,2.5342038258823495E7,20.015686274509804,9416696.890196078,130108.43529411762,
72,1584057600000,9097917.160784315,85.0,2099148.3372549023,8010.0313725490205,
73,1584144000000,3.3391540917647056E7,1.0,1.1079777576470586E7,140765.94509803923,
74,0,0,0,0,0,
75,1584316800000,2.6543070423529413E7,31.0,7290231.33333333,50831.86274509804,
76,1584403200000,2.6238981019607805E7,6.0,1.0445008745098032E7,195935.81176470593,
77,1584489600000,2.394428221960781E7,32.0,7642724.145098034,74625.91372549022,
78,1584576000000,2.282924071372546E7,2.0,1.0367294235294117E7,42234.10588235293,
79,1584662400000,3.4413753313725494E7,0.0,1.0012720756862741E7,191505.3529411765,
80,1584748800000,3.1381917772549015E7,61.0,9510543.294117644,249382.43529411772,
81,1584835200000,2.7197092709803928E7,51.0,6210511.796078431,483812.2862745098,
82,1584921600000,2.1772818996078435E7,33.0,5329921.560784309,330763.32941176475,
83,1585008000000,2.4531997454901922E7,9.0,1.0063273109803919E7,293364.03529411764,
84,1585094400000,9673720.588235293,63.0,1538913.5568627454,7749.301960784314,
85,1585180800000,3.427831943137254E7,0.0,1.009343531764706E7,240271.3725490196,
86,0,0,0,0,0,
87,1585353600000,2.6784206678431384E7,54.0,6613714.298039216,495837.2627450981,
88,1585440000000,2.8765216690196034E7,5.317647058823529,7972827.55294117,143831.2235294118,
89,1585526400000,1.4055324752941146E7,82.86274509803921,7892500.294117643,62046.17254901961,
90,1585612800000,2.306910531372548E7,22.0,9902634.521568624,267056.2196078434,
91,1585699200000,3.5333568639215685E7,0.0,8773726.603921568,510728.68627450994,
92,1585785600000,3.1280691925490193E7,43.0,9438466.356862748,414228.41960784333,
93,1585872000000,2.6620645235294115E7,54.0,6635383.109803921,649002.705882353,
94,1585958400000,2.095822096078431E7,30.0,5721846.015686273,749425.3764705881,
95,1586044800000,2.4932839690196052E7,6.0,9194435.258823527,772114.8862745097,
96,1586131200000,9545777.235294117,69.0,1561301.603921569,122599.32941176477,
97,1586217600000,2.1630291949019585E7,3.0,1.1942690239215676E7,1991985.2705882338,
98,0,0,0,0,0,
99,1586390400000,1.537132789411762E7,5.0,6806262.568627439,2766592.4509803914,
100,1586476800000,2.5438283305882335E7,5.0,8788928.078431368,2656944.4,
101,1586563200000,2.314983285098036E7,10.0,8211062.784313727,304661.737254902,
102,1586649600000,2.2968353023529403E7,76.0,9150960.10980392,1120520.9215686275,
103,1586736000000,3.3207350050980374E7,0.0,9409099.619607842,2000801.905882353,
104,1586822400000,1.502677729411765E7,41.63529411764706,5484091.105882351,305791.45490196074,
105,1586908800000,2.4467963709803905E7,37.0,7159002.784313717,2250392.5999999945,
106,1586995200000,1.971971985098038E7,21.784313725490197,5917055.152941174,1782805.164705882,
107,1587081600000,2.5200886384313703E7,11.0,8000635.870588231,1688404.329411765,
108,1587168000000,9873542.482352942,109.0,1056692.6627450981,284738.7725490196,
109,1587254400000,2.4157393247058816E7,2.0,1.0180818360784302E7,1220744.9137254898,
110,0,0,0,0,0,
111,1587427200000,2.4906261894117624E7,35.0,7284842.486274507,1716240.9411764713,
112,1587513600000,2.715821994117642E7,7.0,8400457.027450979,1325991.7647058829,
113,1587600000000,2.3539200439215664E7,31.0,7162236.262745098,965207.9254901961,
114,1587686400000,2.3740581313725457E7,67.0,9041963.36862745,460805.3725490197,
115,1587772800000,4543940.329411765,32.0,1248577.4705882354,450515.2392156862,
116,1587859200000,3.2538742101960797E7,53.0,7766770.466666669,828997.0980392157,
117,1587945600000,2.757528961176471E7,70.0,5937338.7764705885,385571.96078431397,
118,1588032000000,2.243649547450981E7,55.0,4448821.349019606,529720.0470588236,
119,1588118400000,2.6248110015686255E7,252.0,7903357.211764701,737356.9960784315,
120,1588204800000,8703682.65882353,106.0,1477267.9725490196,1018121.3529411764,
121,1588291200000,3.0926149050980385E7,4.0,1.2574437725490192E7,1111258.227450981,
122,0,0,0,0,0,
123,1588464000000,2.481852410196078E7,42.0,7052195.721568623,2023320.3686274511,
124,1588550400000,2.4042889999999948E7,22.701960784313727,1.1228636270588214E7,1612243.5450980393,
125,1588636800000,1.535206471372549E7,29.0,3005269.3098039175,821308.0745098037,
126,1588723200000,1.7195588196078412E7,81.50980392156862,1.1662989435294114E7,682504.6196078431,
127,1588809600000,2.9385410305882357E7,3.0,1.0987237086274507E7,4244596.784313723,
128,1588896000000,2.856845545490193E7,30.870588235294118,9939838.290196069,2629766.3843137263,
129,1588982400000,2.618973375686275E7,51.0,6652528.572549018,1061187.874509804,
130,1589068800000,1.9571074180392154E7,33.0,5076654.262745095,2773947.729411764,
131,0,0,0,0,0,
132,1589241600000,9360967.8,119.0,1623031.7058823528,212529.0196078431,
133,1589328000000,3.519113248235295E7,14.0,8794241.125490198,626737.8352941179,
134,0,0,0,0,0,
135,1589500800000,2.400451612156862E7,74.0,5587426.749019609,4292226.082352937,
136,1589587200000,2.438688540392152E7,2819.0,1.2069569498039208E7,420290.5450980393,
137,1589673600000,1.1075472462745067E7,101.0,8819838.43137255,31347.01176470591,
138,1589760000000,1.6994897211764682E7,27.0,1.4555750176470585E7,1689981.6666666665,
139,1589846400000,3.119746245098038E7,20.0,1.1187778333333336E7,2231899.4392156866,
140,1589932800000,2.395938394117644E7,64.0,7530963.301960783,9648062.286274496,
141,1590019200000,1.902183896078431E7,31.0,7143621.360784314,7742269.4901960725,
142,1590105600000,2.0918641999999996E7,41.0,5830084.29019608,678363.3372549023,
143,1590192000000,7414574.529411747,166.49803921568628,1.565752972549019E7,179002.78823529417,
144,0,0,0,0,0,
145,1590364800000,2.2988801988235287E7,43.0,1.7142001054901935E7,4481247.29019607,
146,0,0,0,0,0,
147,0,0,0,0,0,
148,1590624000000,1.6441263019607836E7,31.0,1.6994769254901957E7,3444848.384313727,
149,1590710400000,1.2649411011764675E7,4.0,1.0809435039215688E7,8202922.211764695,
150,0,0,0,0,0,
151,1590883200000,1.6670033133333333E7,0.0,1.4791479627450975E7,1.3155719980392154E7,
152,1590969600000,2.08406084745098E7,15.0,1.1458737274509797E7,8833425.607843129,
153,1591056000000,1.1620088039215682E7,268.0,5515208.7843137225,1.671707975686274E7,
154,1591142400000,5582680.3882352915,256.0,7763944.352941176,1.4044036223529398E7,
155,1591228800000,1.2680000317647032E7,22.0,6374900.262745089,4193195.4588235295,
156,1591315200000,1059728.3098039215,18.0,2641450.4705882357,7526187.968627451,
157,1591401600000,1.9346489698039208E7,0.0,1.5887991364705857E7,9377166.882352937,
158,0,0,0,0,0,
159,1591574400000,1.5698039149019603E7,8.0,1.3098724070588224E7,5104459.215686266,
160,1591660800000,1.4526457933333322E7,2453.0,1.9355120011764694E7,2999958.02745098,
161,1591747200000,7087107.2274509575,2.0,1.5174839211764699E7,9401730.07058823,
162,1591833600000,7760301.799999972,46.0,1.976063507058824E7,2033984.7490196065,
163,1591920000000,2.067018269803921E7,0.0,1.9940405917647053E7,4006583.7294117655,
164,1592006400000,2.1099233121568628E7,3.0,1.4444085588235281E7,5593603.023529388,
165,1592092800000,1.6525780976470588E7,61.0,1.3614914129411763E7,3754555.6117646997,
166,1592179200000,9154645.780392157,43.0,1.3003542443137255E7,5261186.45882351,
167,1592265600000,4427500.098039209,29.0,1.5886896878431372E7,2931847.6431372543,
168,0,0,0,0,0,
169,1592438400000,1.2466034556862744E7,0.0,1.2165453125490168E7,1.9982094074509796E7,
170,0,0,0,0,0,
171,1592611200000,2.481159227843136E7,6.0,6968517.705882349,2125586.819607843,
172,1592697600000,2817317.9058823455,0.0,3705460.839215686,3.036301896862745E7,
173,1592784000000,8654038.615686262,10.0,1.5571108082352936E7,7441392.698039209,
174,1592870400000,1.0060026799999988E7,43.0,7676438.098039211,1.1810211199999984E7,
175,1592956800000,1.0631281074509801E7,1.0,1.2208746286274506E7,2.177702723137253E7,
176,1593043200000,2.119394102352941E7,30.0,1.3402959329411758E7,6537337.176470589,
177,1593129600000,1.561126748627451E7,21.0,1.0517671031372545E7,7773106.078431364,
178,1593216000000,1.1579511199999997E7,11.0,1.3888911741176477E7,1949776.1333333345,
179,1593302400000,4001752.184313709,186.0,1.9260554109803915E7,108.65882352941176,
180,1593388800000,397403.3176470588,19.0,6281389.337254901,4528096.670588234,
181,1593475200000,1.6553033294117624E7,8.0,1.396362419215684E7,5043021.411764707,
182,0,0,0,0,0,
183,1593648000000,1.7451188372549012E7,16.0,1.2671503827450978E7,3776561.4901960716,
184,1593734400000,1.4628496717647051E7,2532.0,2.1358852541176468E7,894101.2588235292,
185,1593820800000,7108805.070588196,19.0,1.4642390486274501E7,9914972.192156862,
186,1593907200000,7553489.321568623,14.0,1.1277916552941177E7,1.0709663666666655E7,
187,1593993600000,1.803322682352941E7,15.0,2.31847864745098E7,3399100.0470588244,
188,1594080000000,1.6429914894117646E7,32.0,1.1197180717647057E7,1.3513790058823511E7,
189,1594166400000,1.205249907058823E7,63.0,1.337359519215686E7,8481941.1372549,
190,1594252800000,465737.37254901975,426.0,1521959.666666667,2.536466799607843E7,
191,1594339200000,5057019.901960768,66.0,1.7487634894117642E7,719355.7843137255,
192,1594425600000,6184.780392156862,3.0,968210.7686274508,9663156.733333332,
193,0,0,0,0,0,
194,0,0,0,0,0,
195,1594684800000,782493.0235294118,9.0,4772861.117647059,3392580.168627451,
196,1594771200000,2239120.4196078433,217.0,5280333.666666665,1.9884175294117637E7,
197,1594857600000,3838358.9882352715,219.0,1.666322046666667E7,519821.37254901964,
198,1594944000000,7501631.599999961,9.0,2.4082275827450972E7,1660265.9372549017,
199,1595030400000,2.1419648650980394E7,22.0,2.1649005015686266E7,1548422.4274509808,
200,1595116800000,1.5896186039215688E7,51.0,1.175906893725489E7,1.347635534509802E7,
201,1595203200000,1.8330634184313726E7,167.0,6980206.427450983,8581322.074509805,
202,1595289600000,2482513.71372549,58.0,1.9275238556862745E7,5661452.384313719,
203,1595376000000,4047782.749019604,11.0,1.877838542352941E7,1.2072323662745083E7,
204,0,0,0,0,0,
205,1595548800000,1.448077938431372E7,18.0,2.198697966274508E7,8144168.701960779,
206,0,0,0,0,0,
207,1595721600000,1.0277084054901958E7,2.0,1.999105463137255E7,3625497.8274509734,
208,1595808000000,1.3788846525490187E7,256.0,2.1722491372549012E7,1375469.7529411765,
209,1595894400000,3720891.670588218,37.0,6023405.82745098,2.1921566121568616E7,
210,1595980800000,1.3686880819607826E7,0.0,1.3400257235294107E7,6162600.309803924,
211,1596067200000,2.1471131850980375E7,150.0,2.311772682352941E7,28150.54509803922,
212,1596153600000,1.3817741027450979E7,14.0,1.8213817360784296E7,9107942.599999987,
213,1596240000000,7350667.952941176,5.0,1.0904514090196073E7,1.5658296329411756E7,
214,1596326400000,1.911291967843138E7,41.0,7822053.133333334,501564.38823529443,
215,1596412800000,3854737.1882352866,4541.011764705882,1.934864055686273E7,36206.847058823536,
216,1596499200000,640860.4588235294,62.0,5536882.5254901955,4460837.266666668,
217,1596585600000,3960684.647058825,27.0,1.4333086999999976E7,2.6319894752941158E7,
218,0,0,0,0,0,
219,1596758400000,1.3597035254901959E7,16.0,1.4201095745098025E7,6097420.156862719,
220,1596844800000,1.659184954117644E7,44.0,1.6609931756862732E7,3684832.4862745097,
221,1596931200000,5448632.513725485,14.0,1.945290696862745E7,6764578.431372525,
