system:index,date,ice,ship,unknown,water,.geo
0,0,0,0,0,0,
1,0,0,0,0,0,
2,0,0,0,0,0,
3,0,0,0,0,0,
4,0,0,0,0,0,
5,0,0,0,0,0,
6,0,0,0,0,0,
7,0,0,0,0,0,
8,0,0,0,0,0,
9,0,0,0,0,0,
10,0,0,0,0,0,
11,0,0,0,0,0,
12,0,0,0,0,0,
13,0,0,0,0,0,
14,0,0,0,0,0,
15,0,0,0,0,0,
16,0,0,0,0,0,
17,0,0,0,0,0,
18,0,0,0,0,0,
19,0,0,0,0,0,
20,0,0,0,0,0,
21,0,0,0,0,0,
22,0,0,0,0,0,
23,0,0,0,0,0,
24,0,0,0,0,0,
25,0,0,0,0,0,
26,0,0,0,0,0,
27,0,0,0,0,0,
28,0,0,0,0,0,
29,0,0,0,0,0,
30,0,0,0,0,0,
31,0,0,0,0,0,
32,0,0,0,0,0,
33,0,0,0,0,0,
34,0,0,0,0,0,
35,0,0,0,0,0,
36,0,0,0,0,0,
37,0,0,0,0,0,
38,0,0,0,0,0,
39,0,0,0,0,0,
40,0,0,0,0,0,
41,0,0,0,0,0,
42,0,0,0,0,0,
43,0,0,0,0,0,
44,0,0,0,0,0,
45,0,0,0,0,0,
46,0,0,0,0,0,
47,0,0,0,0,0,
48,0,0,0,0,0,
49,0,0,0,0,0,
50,0,0,0,0,0,
51,0,0,0,0,0,
52,0,0,0,0,0,
53,0,0,0,0,0,
54,0,0,0,0,0,
55,0,0,0,0,0,
56,0,0,0,0,0,
57,0,0,0,0,0,
58,0,0,0,0,0,
59,0,0,0,0,0,
60,0,0,0,0,0,
61,0,0,0,0,0,
62,0,0,0,0,0,
63,0,0,0,0,0,
64,0,0,0,0,0,
65,0,0,0,0,0,
66,0,0,0,0,0,
67,0,0,0,0,0,
68,0,0,0,0,0,
69,0,0,0,0,0,
70,0,0,0,0,0,
71,0,0,0,0,0,
72,0,0,0,0,0,
73,0,0,0,0,0,
74,0,0,0,0,0,
75,0,0,0,0,0,
76,0,0,0,0,0,
77,0,0,0,0,0,
78,0,0,0,0,0,
79,0,0,0,0,0,
80,0,0,0,0,0,
81,0,0,0,0,0,
82,0,0,0,0,0,
83,0,0,0,0,0,
84,0,0,0,0,0,
85,0,0,0,0,0,
86,0,0,0,0,0,
87,0,0,0,0,0,
88,0,0,0,0,0,
89,0,0,0,0,0,
90,0,0,0,0,0,
91,0,0,0,0,0,
92,0,0,0,0,0,
93,0,0,0,0,0,
94,0,0,0,0,0,
95,0,0,0,0,0,
96,0,0,0,0,0,
97,0,0,0,0,0,
98,0,0,0,0,0,
99,0,0,0,0,0,
100,0,0,0,0,0,
101,0,0,0,0,0,
102,0,0,0,0,0,
103,0,0,0,0,0,
104,0,0,0,0,0,
105,0,0,0,0,0,
106,0,0,0,0,0,
107,0,0,0,0,0,
108,0,0,0,0,0,
109,0,0,0,0,0,
110,0,0,0,0,0,
111,0,0,0,0,0,
112,0,0,0,0,0,
113,0,0,0,0,0,
114,0,0,0,0,0,
115,0,0,0,0,0,
116,0,0,0,0,0,
117,0,0,0,0,0,
118,0,0,0,0,0,
119,0,0,0,0,0,
120,0,0,0,0,0,
121,0,0,0,0,0,
122,0,0,0,0,0,
123,0,0,0,0,0,
124,0,0,0,0,0,
125,0,0,0,0,0,
126,0,0,0,0,0,
127,0,0,0,0,0,
128,0,0,0,0,0,
129,0,0,0,0,0,
130,0,0,0,0,0,
131,0,0,0,0,0,
132,0,0,0,0,0,
133,0,0,0,0,0,
134,0,0,0,0,0,
135,0,0,0,0,0,
136,0,0,0,0,0,
137,0,0,0,0,0,
138,0,0,0,0,0,
139,0,0,0,0,0,
140,0,0,0,0,0,
141,0,0,0,0,0,
142,0,0,0,0,0,
143,0,0,0,0,0,
144,0,0,0,0,0,
145,0,0,0,0,0,
146,0,0,0,0,0,
147,0,0,0,0,0,
148,0,0,0,0,0,
149,0,0,0,0,0,
150,0,0,0,0,0,
151,0,0,0,0,0,
152,0,0,0,0,0,
153,0,0,0,0,0,
154,0,0,0,0,0,
155,0,0,0,0,0,
156,0,0,0,0,0,
157,0,0,0,0,0,
158,0,0,0,0,0,
159,0,0,0,0,0,
160,0,0,0,0,0,
161,0,0,0,0,0,
162,0,0,0,0,0,
163,0,0,0,0,0,
164,0,0,0,0,0,
165,0,0,0,0,0,
166,0,0,0,0,0,
167,0,0,0,0,0,
168,0,0,0,0,0,
169,0,0,0,0,0,
170,0,0,0,0,0,
171,0,0,0,0,0,
172,0,0,0,0,0,
173,0,0,0,0,0,
174,0,0,0,0,0,
175,0,0,0,0,0,
176,0,0,0,0,0,
177,0,0,0,0,0,
178,0,0,0,0,0,
179,0,0,0,0,0,
180,0,0,0,0,0,
181,0,0,0,0,0,
182,0,0,0,0,0,
183,0,0,0,0,0,
184,0,0,0,0,0,
185,0,0,0,0,0,
186,0,0,0,0,0,
187,0,0,0,0,0,
188,0,0,0,0,0,
189,0,0,0,0,0,
190,0,0,0,0,0,
191,0,0,0,0,0,
192,0,0,0,0,0,
193,0,0,0,0,0,
194,0,0,0,0,0,
195,1436918400000,31980.188235294117,7.0,2090632.6078431369,819054.9411764707,
196,1437004800000,1.8440013929411758E7,25.0,2.017979390196075E7,2555580.466666646,
197,0,0,0,0,0,
198,0,0,0,0,0,
199,0,0,0,0,0,
200,0,0,0,0,0,
201,0,0,0,0,0,
202,0,0,0,0,0,
203,1437609600000,1295152.4627450977,53.0,1.740168749411763E7,1.5289749125490189E7,
204,0,0,0,0,0,
205,1437782400000,66524.5843137255,3.0,4145110.00392157,1.5061218792156858E7,
206,0,0,0,0,0,
207,1437955200000,775677.6901960784,1.0,1767467.3725490198,390692.0588235294,
208,1438041600000,1.41849273372549E7,40.0,2.5937642509803884E7,1043655.101960784,
209,0,0,0,0,0,
210,1438214400000,6309108.431372549,34.0,1.9368486745098043E7,1863855.298039209,
211,0,0,0,0,0,
212,0,0,0,0,0,
213,1438473600000,3149985.694117647,28.0,2.8319818450980388E7,2425356.674509804,
214,0,0,0,0,0,
215,0,0,0,0,0,
216,0,0,0,0,0,
217,1438819200000,1.3837879878431376E7,37.0,5308613.870588236,85152.69411764709,
218,0,0,0,0,0,
219,1438992000000,24386.16470588235,0.0,947887.619607843,1951857.568627451,
220,1439078400000,1.0479977125490183E7,20.0,2.9357312396078404E7,1322079.882352936,
221,0,0,0,0,0,
222,0,0,0,0,0,
223,0,0,0,0,0,
224,0,0,0,0,0,
225,0,0,0,0,0,
226,0,0,0,0,0,
227,0,0,0,0,0,
228,0,0,0,0,0,
229,0,0,0,0,0,
230,0,0,0,0,0,
231,1440028800000,403.6156862745098,0.0,70668.92549019607,2867508.207843137,
232,1440115200000,127.76862745098039,0.0,492.9686274509805,85.92549019607846,
233,0,0,0,0,0,
234,0,0,0,0,0,
235,0,0,0,0,0,
236,0,0,0,0,0,
237,0,0,0,0,0,
238,0,0,0,0,0,
239,1440720000000,4384787.376470588,34.0,2.3928055054901958E7,5692114.223529399,
240,0,0,0,0,0,
241,1440892800000,850584.4941176474,248.0,7316697.737254901,1.0962966713725489E7,
242,0,0,0,0,0,
243,1441065600000,566716.2509803921,0.0,1952511.7333333339,422882.7019607844,
244,1441152000000,3051536.996078431,41.0,2.7902277898039214E7,1.0201261941176469E7,
245,0,0,0,0,0,
246,1441324800000,1.5966729039215682E7,49.0,1.0813344674509792E7,664724.3529411765,
247,1441411200000,3327029.580392151,2459.313725490196,2.9527586988235295E7,205244.00000000006,
248,1441497600000,7276743.086274509,1.0,2898462.5882352935,1104102.1921568618,
249,1441584000000,6482288.564705882,183.0,2.74214618E7,955.4705882352941,
250,0,0,0,0,0,
251,0,0,0,0,0,
252,0,0,0,0,0,
253,0,0,0,0,0,
254,0,0,0,0,0,
255,1442102400000,247032.188235294,27.0,1007924.494117647,1593876.9137254902,
256,1442188800000,1.1497710678431364E7,22766.0,2.952675683529412E7,124635.36470588234,
257,0,0,0,0,0,
258,1442361600000,6095460.97647059,32.0,1.7389056984313726E7,3967602.141176464,
259,0,0,0,0,0,
260,0,0,0,0,0,
261,0,0,0,0,0,
262,0,0,0,0,0,
263,0,0,0,0,0,
264,0,0,0,0,0,
265,1442966400000,1.0608182447058823E7,14.0,8341464.807843136,239985.15294117655,
266,0,0,0,0,0,
267,1443139200000,289020.06666666665,2.0,1823511.7215686282,825327.9215686275,
268,1443225600000,2599558.576470588,1.0,2.220546287843136E7,2250517.3607843136,
269,0,0,0,0,0,
270,1443398400000,6886269.592156857,7.0,1.746862149019607E7,3104576.7568627414,
271,1443484800000,3426104.8941176473,2.0,2.7076783423529405E7,2493581.741176467,
272,0,0,0,0,0,
273,1443657600000,3414506.9450980388,1406.4392156862746,2.653960682745098E7,3945612.5490196086,
274,0,0,0,0,0,
275,1443830400000,1.1247430160784312E7,2337.0,2.264976054117646E7,86558.59215686274,
276,0,0,0,0,0,
277,1444003200000,5704989.329411765,4.0,1.229501843137255E7,1182972.6941176474,
278,0,0,0,0,0,
279,1444176000000,25282.70980392157,125.0,58054.25490196079,2717850.1490196073,
